,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
499,499,0,192.168.1.115,08:00:27:38:31:62,08:00:27,59641,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,279090,279187,97,2,128,279090,279187,97,2,128,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
500,500,0,192.168.1.115,08:00:27:38:31:62,08:00:27,137,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,137,17,4,0,0,279387,280888,1501,3,276,279387,280888,1501,3,276,0,0,0,0,0,NetBIOS,System,0,6,wpad,,,,
514,514,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1934143,1934143,0,1,60,1934143,1934143,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
2688,2688,0,192.168.1.166,a4:5e:60:dd:58:1d,a4:5e:60,138,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,138,17,4,0,0,1581483,1581538,55,2,432,1581483,1581538,55,2,432,0,0,0,0,0,NetBIOS.SMBv1,System,0,6,macbookpro-581d,,,,
2868,2868,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:f72,33:33:ff:00:0f:72,33:33:ff,0,58,6,0,0,1680385,1906688,226303,4,344,1680385,1906688,226303,4,344,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3085,3085,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:f72,33:33:ff:00:0f:72,33:33:ff,0,58,6,0,0,1804352,1903728,99376,2,172,1804352,1903728,99376,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3137,3137,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2024215,2024215,0,1,86,2024215,2024215,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3138,3138,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,2024004,2024004,0,1,86,2024004,2024004,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3139,3139,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2020037,2020037,0,1,86,2020037,2020037,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3140,3140,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,2022713,2022713,0,1,86,2022713,2022713,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3141,3141,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,1901508,2021009,119501,2,172,1901508,2021009,119501,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3142,3142,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2027037,2027037,0,1,86,2027037,2027037,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3143,3143,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1903038,2020037,116999,2,172,1903038,2020037,116999,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3144,3144,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,2020509,2020509,0,1,86,2020509,2020509,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3153,3153,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,2019647,2145087,125440,3,370,2019647,2145087,125440,3,370,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3154,3154,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2148572,2148572,0,1,86,2148572,2148572,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3156,3156,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,2148012,2148012,0,1,86,2148012,2148012,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3157,3157,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,2147011,2147011,0,1,86,2147011,2147011,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3158,3158,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2147571,2147571,0,1,86,2147571,2147571,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3159,3159,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,2150074,2150074,0,1,86,2150074,2150074,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3160,3160,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2145209,2145209,0,1,86,2145209,2145209,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3161,3161,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,2025707,2145209,119502,2,172,2025707,2145209,119502,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3162,3162,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,2151507,2151507,0,1,86,2151507,2151507,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3163,3163,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,2147713,2147713,0,1,86,2147713,2147713,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3170,3170,0,192.168.1.168,f4:f5:d8:45:9f:1a,f4:f5:d8,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,2008756,2187951,179195,4,1536,2008756,2187951,179195,4,1536,0,0,0,0,0,MDNS,Network,0,6,_googlecast._tcp.local,,,,
3172,3172,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,2270527,2270527,0,1,86,2270527,2270527,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3173,3173,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,2276065,2276065,0,1,86,2276065,2276065,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3174,3174,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2274573,2274573,0,1,86,2274573,2274573,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3176,3176,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,2273011,2273011,0,1,86,2273011,2273011,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3177,3177,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,2277509,2277509,0,1,86,2277509,2277509,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3178,3178,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2271569,2271569,0,1,86,2271569,2271569,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3179,3179,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,2274504,2274504,0,1,86,2274504,2274504,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3180,3180,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2276708,2276708,0,1,86,2276708,2276708,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3194,3194,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,2395966,2395966,0,1,86,2395966,2395966,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3195,3195,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,2396067,2396067,0,1,86,2396067,2396067,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3196,3196,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2398571,2398571,0,1,86,2398571,2398571,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3197,3197,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,2279211,2396210,116999,2,172,2279211,2396210,116999,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3199,3199,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2403568,2403568,0,1,86,2403568,2403568,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3200,3200,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2405213,2405213,0,1,86,2405213,2405213,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3201,3201,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,2400004,2400004,0,1,86,2400004,2400004,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3202,3202,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,2276708,2396210,119502,2,172,2276708,2396210,119502,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3203,3203,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,2402007,2402007,0,1,86,2402007,2402007,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3210,3210,0,192.168.1.168,f4:f5:d8:45:9f:1a,f4:f5:d8,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,2367172,2427983,60811,2,768,2367172,2427983,60811,2,768,0,0,0,0,0,MDNS,Network,0,6,_googlecast._tcp.local,,,,
3215,3215,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,2524715,2524715,0,1,86,2524715,2524715,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3216,3216,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2522570,2522570,0,1,86,2522570,2522570,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3217,3217,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,2521568,2521568,0,1,86,2521568,2521568,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3218,3218,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2526206,2526206,0,1,86,2526206,2526206,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3219,3219,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,2405012,2523512,118500,2,172,2405012,2523512,118500,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3220,3220,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,2530011,2530011,0,1,86,2530011,2530011,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3221,3221,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2525574,2525574,0,1,86,2525574,2525574,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3236,3236,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,2648212,2648212,0,1,86,2648212,2648212,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3237,3237,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,2652566,2652566,0,1,86,2652566,2652566,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3238,3238,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2652065,2652065,0,1,86,2652065,2652065,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3239,3239,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2653710,2653710,0,1,86,2653710,2653710,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3240,3240,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,2529511,2647009,117498,2,172,2529511,2647009,117498,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3241,3241,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,2654010,2654010,0,1,86,2654010,2654010,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3242,3242,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2655070,2655070,0,1,86,2655070,2655070,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3243,3243,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,2529712,2647210,117498,2,172,2529712,2647210,117498,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3244,3244,0,192.168.1.166,a4:5e:60:dd:58:1d,a4:5e:60,138,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,138,17,4,0,0,2181561,2181603,42,4,864,2181561,2181603,42,4,864,0,0,0,0,0,NetBIOS.SMBv1,System,0,6,macbookpro-581d,,,,
3253,3253,0,192.168.1.168,f4:f5:d8:45:9f:1a,f4:f5:d8,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,2607289,2668115,60826,2,768,2607289,2668115,60826,2,768,0,0,0,0,0,MDNS,Network,0,6,_googlecast._tcp.local,,,,
3259,3259,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,2521406,2772284,250878,5,654,2521406,2772284,250878,5,654,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3260,3260,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2773713,2773713,0,1,86,2773713,2773713,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3261,3261,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,2772711,2772711,0,1,86,2772711,2772711,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3262,3262,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,2773070,2773070,0,1,86,2773070,2773070,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3263,3263,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2773570,2773570,0,1,86,2773570,2773570,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3265,3265,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2777065,2777065,0,1,86,2777065,2777065,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3266,3266,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,2777007,2777007,0,1,86,2777007,2777007,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3267,3267,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,2655011,2773011,118000,2,172,2655011,2773011,118000,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3268,3268,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,2777007,2777007,0,1,86,2777007,2777007,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3295,3295,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,2897724,2897724,0,1,86,2897724,2897724,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3296,3296,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,2898713,2898713,0,1,86,2898713,2898713,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3297,3297,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,2900504,2900504,0,1,86,2900504,2900504,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3298,3298,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,2780212,2898212,118000,2,172,2780212,2898212,118000,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3299,3299,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,2898212,2898212,0,1,86,2898212,2898212,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3300,3300,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,2901005,2901005,0,1,86,2901005,2901005,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3301,3301,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,2899071,2899071,0,1,86,2899071,2899071,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3302,3302,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,2899071,2899071,0,1,86,2899071,2899071,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3303,3303,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,2905511,2905511,0,1,86,2905511,2905511,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3304,3304,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,2900072,2900072,0,1,86,2900072,2900072,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3324,3324,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,3024502,3024502,0,1,86,3024502,3024502,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3325,3325,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,3024714,3024714,0,1,86,3024714,3024714,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3326,3326,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,3032072,3032072,0,1,86,3032072,3032072,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3327,3327,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,3027707,3027707,0,1,86,3027707,3027707,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3328,3328,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,3023712,3023712,0,1,86,3023712,3023712,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3329,3329,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,3031571,3031571,0,1,86,3031571,3031571,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3330,3330,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,3029509,3029509,0,1,86,3029509,3029509,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3332,3332,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,3030570,3030570,0,1,86,3030570,3030570,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3340,3340,0,192.168.1.168,f4:f5:d8:45:9f:1a,f4:f5:d8,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,2854281,3027961,173680,3,1152,2854281,3027961,173680,3,1152,0,0,0,0,0,MDNS,Network,0,6,_googlecast._tcp.local,,,,
3341,3341,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:f72,33:33:ff:00:0f:72,33:33:ff,0,58,6,0,0,2882076,2882076,0,1,86,2882076,2882076,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
3344,3344,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:f72,33:33:ff:00:0f:72,33:33:ff,0,58,6,0,0,2867932,3098587,230655,3,258,2867932,3098587,230655,3,258,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
